PRODUCT_FULL_SEGMENTS_NUMBER,PRODUCT_NAME,PRODUCT_PACKAGE_DESCRIPTION,ITEM_NET_WEIGHT,COMPANY_COUNTRY,STATE,ONHANDQTY,EXPIREDQTY,BLOCKEDQTY,INTRANSITQTY,ONPOQTY,SOOTHER,POOTHER,SUPPLYOP,Q_SO,Q_SB,N30D_SO,TOTAL_DEMAND,ITEM_GROUP,STOCKINGTYPE,INVENTORYTYPE,VENDOR_NAME,LOCAL_PRODUCTMANAGER_NAME,PRODUCT_PRINCIPAL_NAME,INVENTORY_OWNERSHIP,BUYER_NAME,COO,LEADTIME,SHELFLIFE,MIN_DAYS,MAX_DAYS,IDEAL_PIPELINE,LEADTIMELEVEL,SHELFLIFEDAYS,MOQ,PALLET_SIZE,UNITSPERCONTAINER,H_ADU,FCST_TOTAL,UNITCOST,PERCENTAGE,F_ADU,SOH_DC,INTRANSIT_DC,ONPO_DC,NAT_SOH_DC,NAT_INTRANSIT_DC,NAT_ONPO_DC,ROW_NET_POSITION,NAT_NET_POSITION,NAT_PIPELINE_DC,ROW_PIPELINE_DC,RAW_ORDER_QTY,ORDER_QTY,ORDER_DC,STOCK_STATUS,ORDER_AMOUNT,OVERSTOCK_VALUE
259413ALR,MILK BUDS PERU 66836,25 kg bag,25.0,Australia,VIC,25.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,25.000,0.000,0.000,25.000,N1 - Non hazardous/Non dangerous,S,C,BUTTERBUDS FOOD INGREDIENTS ,JAN RIAD,BUTTER BUDS FOOD INGREDIENTS,61123 - AU Food - Nutrition F&N,"HAN, THIRI",US,150.00000,730.00000,0,0,0,150,730,100.000,,1,0.23,0.26,35.23,0.50,0.13,192.31,0.00,0.00,192.31,0.00,0.00,0.000,25.000,192.31,192.31,0.00,0.0,0.0,Overstock,0.0,880.75
201531F4R,LIQUID BUTTER CONCENTRATE,20.4 kg drum (45 lbs),20.4,Australia,QLD,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,N1 - Non hazardous/Non dangerous,S,C,BUTTERBUDS FOOD INGREDIENTS ,JAN RIAD,BUTTER BUDS FOOD INGREDIENTS,61123 - AU Food - Nutrition F&N,"HAN, THIRI",US,150.00000,365.00000,0,0,0,150,365,0.000,,1,0.66,0.26,57.87,0.46,0.12,0.00,0.00,0.00,392.31,0.00,0.00,0.000,102.000,392.31,0.00,0.00,0.0,0.0,Overstock,0.0,5902.74
4385310VR,DISTILAMAX XP,0.5 kg foil pack,0.5,Australia,NSW,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,N1 - Non hazardous/Non dangerous,S,B,DANSTAR FERMENT A.G. ,PATRICK WESLEY,LALLEMAND INC. ,61121 - AU Home Care I&I HC,"MICHALIK, KYAN",DK,21.00000,1095.00000,30,60,81,21,1095,75.000,,1,0.08,0.26,79.77,0.29,0.07,0.00,0.00,0.00,15.38,0.00,0.00,0.000,4.000,15.38,0.00,4.20,75.0,1071.43,Stockout Risk,5982.75,0.00
222045VCR,AMP ULTRA PC 2000,18 kg pail,18.0,Australia,VIC,0.000,0.000,0.000,18.000,18.000,0.000,0.000,36.000,18.000,0.000,0.000,36.000,D2 - Hazardous but NOT dangerous,S,C,ARUBA CHEMICALS SINGAPORE PTE LTD ,CONCETTA MOLINO,ADVANCION CORPORATION,61128 - AU Beauty & Personal Care BPC,SCOTT JOHNSON,SG,75.00000,1080.00000,0,0,0,75,1080,72.000,,1,0.02,0.26,28.93,0.14,0.04,0.00,450.00,450.00,0.00,69.23,69.23,18.000,18.000,138.46,900.00,0.00,0.0,0.0,Overstock,0.0,520.74
4434420VR,HA-LACTASE 5200,5 litre pail,5.0,Australia,NSW,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,D2 - Hazardous but NOT dangerous,S,C,KERRY INGREDIENTS AUSTRALIA PTY LTD ,TANYA HARVEY,KERRY GROUP ,61123 - AU Food - Nutrition F&N,"HAN, THIRI",DK,30.00000,730.00000,0,0,0,30,730,5.000,,1,0.13,0.25,87.13,1.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.000,0.000,0.00,0.00,0.00,0.0,0.0,Healthy,0.0,0.00
526209VFR,STAPA METALLUX 2197 ALUMINIUM PASTE,25 KG pail,25.0,Australia,VIC,300.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,D2 - Hazardous but NOT dangerous,S,M,ECKART GMBH ,"DE LANGE, CHRISTO",ALTANA AG ,61122 - AU Coatings-Constructions C&C,"MICHALIK, KYAN",DE,180.00000,365.00000,30,60,240,180,365,0.000,,1,1.78,0.25,58.74,1.00,0.25,1200.00,0.00,0.00,1200.00,0.00,0.00,300.000,300.000,1200.00,1200.00,0.00,0.0,0.0,Overstock,0.0,14538.15
443371ALP,ATTANE 4203,25 kg bag,25.0,Australia,VIC,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,N1 - Non hazardous/Non dangerous,U,C,DOW CHEMICAL (AUSTRALIA) PTY LTD ,NEIL CLIFFORD,DOW INC,61125 - AU Advanced Materials AM,VIJAYA PAWAR,US,90.00000,3650.00000,0,0,0,90,3650,1375.000,,1,0.76,0.25,3.44,1.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.000,0.000,0.00,0.00,0.00,0.0,0.0,Healthy,0.0,0.00
450856VKR,ORANGE FLAVOUR (E-042550),15 kg pail,15.0,New Zealand,NZ,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,D2 - Hazardous but NOT dangerous,S,C,GIVAUDAN SINGAPORE PTE LTD ,"COOLS, JANA",GIVAUDAN-VERNIER S.A. ,62123 - NZ Food - Nutrition F&N,"HAN, THIRI",SG,84.00000,365.00000,0,0,0,84,365,15.000,,1,0.22,0.25,20.01,1.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.000,0.000,0.00,0.00,0.00,0.0,0.0,Healthy,0.0,0.00
293760VRR,GLYDANT PLUS LIQUID,18.14 kg pail (40 lbs),18.14,Australia,NSW,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,D1 - Dangerous & hazardous product,S,C,ARCH WOOD PROTECTION (AU) P/L ,"CARGILL, JENNIFER",ARXADA AG ,61128 - AU Beauty & Personal Care BPC,SCOTT JOHNSON,AU,120.00000,720.00000,0,0,0,120,720,72.560,32.0000,1,0.16,0.25,31.16,1.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.000,0.000,0.00,0.00,0.00,0.0,0.0,Healthy,0.0,0.00
439763AIR,HYDROQUINONE MONOMETHYL ETHER,20 kg bag,20.0,Australia,VIC,20.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,20.000,0.000,0.000,20.000,D2 - Hazardous but NOT dangerous,S,C,MAIDO CORPORATION ,"BARKACHI, JOSEPH",KAWAGUCHI CHEMICAL INDUSTRY CO LTD ,61122 - AU Coatings-Constructions C&C,"MICHALIK, KYAN",JP,75.00000,999.00000,0,0,0,75,999,20.000,,1,0.22,0.25,70.23,1.00,0.25,80.00,0.00,0.00,80.00,0.00,0.00,0.000,0.000,80.00,80.00,0.00,0.0,0.0,Healthy,0.0,0.00
441945VIR,RBFC BRILLIANT BLUE POWDER,5 kg pail,5.0,Australia,NSW,0.000,0.000,0.000,0.000,20.000,0.000,0.000,20.000,20.000,0.000,0.000,20.000,N1 - Non hazardous/Non dangerous,S,C,OXERRA AUSTRALASIA PTY LTD ,TANYA HARVEY,VIDHI SPECIALTY FOOD INGREDIENTS LIMITED ,61123 - AU Food - Nutrition F&N,"HAN, THIRI",AU,30.00000,365.00000,0,0,0,30,365,5.000,,1,0.19,0.24,82.75,1.00,0.24,0.00,0.00,83.33,0.00,0.00,83.33,0.000,0.000,83.33,83.33,0.00,0.0,0.0,Healthy,0.0,0.00
442941VKR,RUM FLAVOUR - QZ01688,15 kg pail,15.0,New Zealand,NZ,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,D1 - Dangerous & hazardous product,S,C,GIVAUDAN SINGAPORE PTE LTD ,"COOLS, JANA",GIVAUDAN-VERNIER S.A. ,62123 - NZ Food - Nutrition F&N,"HAN, THIRI",AU,84.00000,365.00000,0,0,0,84,365,60.000,,1,0.05,0.24,13.28,1.00,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.000,0.000,0.00,0.00,0.00,0.0,0.0,Healthy,0.0,0.00
4405386CR,POWERSIL 577,19 kg pail,19.0,Australia,WA,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,D2 - Hazardous but NOT dangerous,S,C,WACKER CHEMIE AG ,BRETT ASHDOWN (PL5),WACKER ,61125 - AU Advanced Materials AM,VIJAYA PAWAR,DE,150.00000,720.00000,0,0,0,150,720,0.000,,1,1.05,0.24,45.25,1.00,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.000,0.000,0.00,0.00,0.00,0.0,0.0,Healthy,0.0,0.00
4404880VR,GLYCYRRHIZA GLABRA 8:1 LICORICE,25 kg carboy,25.0,Australia,NSW,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,N1 - Non hazardous/Non dangerous,S,C,NATURAL REMEDIES PRIVATE LIMITED ,MUY LENG,NATURAL REMEDIES PRIVATE LIMITED ,61127 - AU Pharma - Nutraceuticals PH,FAUZAMIN FARIZA,IN,60.00000,730.00000,0,0,0,60,730,100.000,,1,0.05,0.24,43.32,1.00,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.000,0.000,0.00,0.00,0.00,0.0,0.0,Healthy,0.0,0.00
414424VFR,GRANSPERSE WHITE-CU-65,25 KG  pail,25.0,Australia,VIC,75.000,0.000,0.000,0.000,375.000,0.000,0.000,375.000,425.000,0.000,0.000,425.000,N1 - Non hazardous/Non dangerous,S,M,"GRANT INDUSTRIES, INCORPORATED ",TASHA SPICER,GRANT INDUSTRIES INC ,61128 - AU Beauty & Personal Care BPC,SCOTT JOHNSON,US,150.00000,1095.00000,30,60,210,150,1095,25.000,,1,2.74,0.24,59.28,1.00,0.24,312.50,0.00,1562.50,312.50,0.00,1562.50,25.000,25.000,1875.00,1875.00,0.00,0.0,0.0,Overstock,0.0,24115.10
443392VAR,COPHEROL 1250 C,10 kg pail,10.0,Australia,NSW,0.000,0.000,0.000,0.000,10.000,0.000,0.000,10.000,0.000,0.000,0.000,10.000,D2 - Hazardous but NOT dangerous,S,C,KENSING LLC ,"CARGILL, JENNIFER","KENSING, LLC",61128 - AU Beauty & Personal Care BPC,SCOTT JOHNSON,US,45.00000,1460.00000,0,0,0,45,1460,10.000,,1,0.09,0.24,313.55,0.82,0.20,0.00,0.00,50.00,0.00,0.00,41.67,10.000,10.000,41.67,50.00,0.00,0.0,0.0,Overstock,0.0,3135.50
443392VAR,COPHEROL 1250 C,10 kg pail,10.0,Australia,VIC,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,D2 - Hazardous but NOT dangerous,S,C,KENSING LLC ,"CARGILL, JENNIFER","KENSING, LLC",61128 - AU Beauty & Personal Care BPC,SCOTT JOHNSON,US,45.00000,1460.00000,0,0,0,45,1460,10.000,,1,0.02,0.24,,0.18,0.04,0.00,0.00,0.00,0.00,0.00,41.67,0.000,10.000,41.67,0.00,0.00,0.0,0.0,Overstock,,
441945VIR,RBFC BRILLIANT BLUE POWDER,5 kg pail,5.0,Australia,VIC,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.000,N1 - Non hazardous/Non dangerous,S,C,OXERRA AUSTRALASIA PTY LTD ,TANYA HARVEY,VIDHI SPECIALTY FOOD INGREDIENTS LIMITED ,61123 - AU Food - Nutrition F&N,"HAN, THIRI",AU,30.00000,365.00000,0,0,0,30,365,5.000,,1,0.00,0.24,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,83.33,0.000,0.000,83.33,0.00,0.00,0.0,0.0,Healthy,,0.00
346552VFR,GARLIC ESSENTIAL OIL EZ-CAPS_AAG20500,25 kg pail,25.0,New Zealand,NZ,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,D2 - Hazardous but NOT dangerous,S,C,GIVAUDAN SINGAPORE PTE LTD ,"COOLS, JANA",GIVAUDAN-VERNIER S.A. ,62123 - NZ Food - Nutrition F&N,"HAN, THIRI",FR,84.00000,365.00000,0,0,0,84,365,100.000,,1,0.09,0.23,157.08,1.00,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.000,0.000,0.00,0.00,0.00,0.0,0.0,Healthy,0.0,0.00
439997VFR,WHITE PEACH + ELDERFLOWER - AAK19167/00,25 kg pail,25.0,Australia,NSW,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,D2 - Hazardous but NOT dangerous,S,C,GIVAUDAN AUSTRALIA PTY LTD ,SONYA ATKINSON,GIVAUDAN-VERNIER S.A. ,61121 - AU Home Care I&I HC,"MICHALIK, KYAN",AU,70.00000,540.00000,0,0,0,70,540,25.000,,1,0.42,0.23,41.59,1.00,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.000,0.000,0.00,0.00,0.00,0.0,0.0,Healthy,0.0,0.00
514074VER,ETERNABRITE 651-1 USA,20 kg pail,20.0,New Zealand,NZ,60.000,0.000,0.000,0.000,40.000,0.000,0.000,40.000,20.000,0.000,20.000,20.000,D2 - Hazardous but NOT dangerous,S,M,SILBERLINE ASIA PACIFIC PTE LTD ,"GOSEK-CONNING, JOLANTA",SILBERLINE MANUFACTURING CO. INC.,62122 - NZ Coatings-Constructions C&C,"MICHALIK, KYAN",US,210.00000,180.00000,30,60,270,210,180,20.000,,1,0.13,0.23,63.34,1.00,0.23,173.91,0.00,173.91,173.91,0.00,173.91,80.000,80.000,347.82,347.82,0.00,0.0,0.0,Overstock,0.0,1570.74
520914VKR,GINGER BEER FLAVOUR IG-550-583-8,15 kg pail,15.0,Australia,VIC,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,D1 - Dangerous & hazardous product,S,C,GIVAUDAN AUSTRALIA PTY LTD ,"COOLS, JANA",GIVAUDAN-VERNIER S.A. ,61123 - AU Food - Nutrition F&N,"HAN, THIRI",AU,84.00000,365.00000,0,0,0,84,365,60.000,,1,0.08,0.23,66.84,1.00,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.000,0.000,0.00,0.00,0.00,0.0,0.0,Healthy,0.0,0.00
440378FHR,TOASTED COCONUT 61300225,25 kg drum,25.0,New Zealand,NZ,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,D2 - Hazardous but NOT dangerous,S,C,GIVAUDAN SINGAPORE PTE LTD ,SONYA ATKINSON,GIVAUDAN-VERNIER S.A. ,62121 - NZ Home Care I&I HC,"MICHALIK, KYAN",CN,70.00000,548.00000,0,0,0,70,548,0.000,,1,0.23,0.23,38.14,1.00,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.000,0.000,0.00,0.00,0.00,0.0,0.0,Healthy,0.0,0.00
4436330VR,RB1411 SPANISH BROWN BULK,25 kg keg,25.0,New Zealand,NZ,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,N1 - Non hazardous/Non dangerous,S,C,IMCD AUSTRALIA PTY LTD ,TANYA HARVEY,OXERRA,62123 - NZ Food - Nutrition F&N,"HAN, THIRI",AU,90.00000,1825.00000,0,0,0,90,1825,150.000,,1,1.25,0.23,43.66,1.00,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.000,0.000,0.00,0.00,0.00,0.0,0.0,Healthy,0.0,0.00
4429570VR,FD-DVS XPL-30 200U,1 each sachel,25.0,Australia,VIC,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,25.000,N1 - Non hazardous/Non dangerous,S,C,CHR HANSEN PTY LTD ,GWENDOLINE CROTHERS,CHR. HANSEN A/S ,61123 - AU Food - Nutrition F&N,"HAN, THIRI",AU,15.00000,730.00000,0,0,0,15,730,25.000,,1,0.21,0.23,39.80,1.00,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.000,0.000,0.00,0.00,0.00,0.0,0.0,Healthy,0.0,0.00
204046IOR,ELASTOSIL PT DP.BLACK(RAL9005),1 KG CAN,1.0,New Zealand,NZ,49.000,0.000,0.000,0.000,35.000,0.000,0.000,35.000,0.000,0.000,0.000,0.000,N1 - Non hazardous/Non dangerous,S,M,WACKER CHEMIE AG ,"WINWOOD, CHARLOTTE",WACKER ,62125 - NZ Advanced Materials AM,VIJAYA PAWAR,DE,150.00000,360.00000,30,60,210,150,360,1.000,,1,0.17,0.23,69.27,1.00,0.23,213.04,0.00,152.17,213.04,0.00,152.17,84.000,84.000,365.21,365.21,0.00,0.0,0.0,Overstock,0.0,2950.78
4281440VR,LIQUITINT BLUE HP,18.1 KG PAIL,18.1,New Zealand,NZ,0.000,0.000,0.000,0.000,36.200,0.000,0.000,36.200,36.200,0.000,18.100,36.200,N1 - Non hazardous/Non dangerous,S,C,IMCD AUSTRALIA PTY LTD ,"NGUYEN, KEN",MILLIKEN CHEMICAL ,62121 - NZ Home Care I&I HC,"MICHALIK, KYAN",US,60.00000,540.00000,0,0,0,60,540,325.800,,1,0.02,0.23,107.85,1.00,0.23,-78.70,0.00,157.39,-78.70,0.00,157.39,0.000,0.000,78.69,78.69,0.00,0.0,0.0,Healthy,0.0,0.00
442921ALR,METHOCEL 311,25 kg bag,25.0,New Zealand,NZ,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,N1 - Non hazardous/Non dangerous,S,I,NUTRITION & BIOSCIENCES NZ LIMITED ,"BOWLES, CRAIG",ROQUETTE FRERES ,62122 - NZ Coatings-Constructions C&C,"MICHALIK, KYAN",DE,200.00000,730.00000,0,0,0,200,730,25.000,,1,0.02,0.23,73.64,1.00,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.000,0.000,0.00,0.00,0.00,0.0,0.0,Healthy,0.0,0.00
440174VFR, ELEUTHEROCOCCUS SENTICOSUS NNES150.8,25 kg pail,25.0,Australia,VIC,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,N1 - Non hazardous/Non dangerous,S,C,"ACE BIOTECHNOLOGY CO., LTD. ",MUY LENG,NETWORK NUTRITION,61127 - AU Pharma - Nutraceuticals PH,FAUZAMIN FARIZA,CN,60.00000,730.00000,0,0,0,60,730,100.000,,1,0.05,0.23,,1.00,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.000,0.000,0.00,0.00,0.00,0.0,0.0,Healthy,,0.00
450851VFR,RELAXING MOD LF (AAL14479/00),25 kg pail,25.0,Australia,NSW,0.000,0.000,0.000,0.000,25.000,0.000,0.000,25.000,25.000,0.000,25.000,25.000,D2 - Hazardous but NOT dangerous,S,C,GIVAUDAN AUSTRALIA PTY LTD ,SONYA ATKINSON,GIVAUDAN-VERNIER S.A. ,61121 - AU Home Care I&I HC,"MICHALIK, KYAN",AU,70.00000,540.00000,0,0,0,70,540,0.000,,1,0.23,0.23,72.48,0.77,0.18,-138.89,0.00,138.89,-108.70,0.00,108.70,0.000,0.000,0.00,0.00,0.00,0.0,0.0,Healthy,0.0,0.00
525844VFR,IMUTHANE 18-85A X,25 KG pail,25.0,Australia,QLD,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,D2 - Hazardous but NOT dangerous,S,C,COIM ASIA PACIFIC PTE LTD ,"CIGANKOVA, NIKOLA",COIM GROUP,61125 - AU Advanced Materials AM,VIJAYA PAWAR,SG,90.00000,1095.00000,0,0,0,90,1095,0.000,,1,0.16,0.23,7.51,0.70,0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.000,0.000,0.00,0.00,0.00,0.0,0.0,Healthy,0.0,0.00
525844VFR,IMUTHANE 18-85A X,25 KG pail,25.0,Australia,NSW,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,D2 - Hazardous but NOT dangerous,S,C,COIM ASIA PACIFIC PTE LTD ,"CIGANKOVA, NIKOLA",COIM GROUP,61125 - AU Advanced Materials AM,VIJAYA PAWAR,SG,90.00000,1095.00000,0,0,0,90,1095,0.000,,1,0.07,0.23,1.00,0.30,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.000,0.000,0.00,0.00,0.00,0.0,0.0,Healthy,0.0,0.00
450851VFR,RELAXING MOD LF (AAL14479/00),25 kg pail,25.0,Australia,VIC,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,D2 - Hazardous but NOT dangerous,S,C,GIVAUDAN AUSTRALIA PTY LTD ,SONYA ATKINSON,GIVAUDAN-VERNIER S.A. ,61121 - AU Home Care I&I HC,"MICHALIK, KYAN",AU,70.00000,540.00000,0,0,0,70,540,0.000,,1,0.07,0.23,72.48,0.23,0.05,0.00,0.00,0.00,-108.70,0.00,108.70,0.000,0.000,0.00,0.00,0.00,0.0,0.0,Healthy,0.0,0.00
196270ALR,FERMOPURE VEGAN L-CYSTEINE FOOD 20,25 kg bag,25.0,New Zealand,NZ,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,D2 - Hazardous but NOT dangerous,S,C,WACKER CHEMIE AG ,TANYA HARVEY,WACKER ,62123 - NZ Food - Nutrition F&N,VIJAYA PAWAR,DE,90.00000,730.00000,0,0,0,90,730,325.000,24.0000,1,0.21,0.22,101.11,1.00,0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.000,0.000,0.00,0.00,0.00,0.0,0.0,Healthy,0.0,0.00
4508330VR,TANDOORI SPICE FLAVOUR P-027631,10 kg pack,10.0,Australia,QLD,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,N1 - Non hazardous/Non dangerous,S,C,GIVAUDAN AUSTRALIA PTY LTD ,"COOLS, JANA",GIVAUDAN-VERNIER S.A. ,61123 - AU Food - Nutrition F&N,"HAN, THIRI",AU,84.00000,180.00000,0,0,0,84,180,10.000,,1,0.14,0.22,,1.00,0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.000,0.000,0.00,0.00,0.00,0.0,0.0,Healthy,,0.00
514202INR,LEMONADE FLAVOUR L-581309,15 kg can,15.0,Australia,NSW,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,D1 - Dangerous & hazardous product,S,C,GIVAUDAN AUSTRALIA PTY LTD ,"COOLS, JANA",GIVAUDAN-VERNIER S.A. ,61123 - AU Food - Nutrition F&N,"HAN, THIRI",AU,84.00000,270.00000,0,0,0,84,270,60.000,,1,0.32,0.22,54.48,1.00,0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.000,0.000,0.00,0.00,0.00,0.0,0.0,Healthy,0.0,0.00
4425430VR,FD-DVS FLORA DANICA 500U,1 each foil pack,0.1,Australia,VIC,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,N1 - Non hazardous/Non dangerous,S,C,CHR HANSEN PTY LTD ,GWENDOLINE CROTHERS,CHR. HANSEN A/S ,61123 - AU Food - Nutrition F&N,"HAN, THIRI",AU,15.00000,730.00000,0,0,0,15,730,20.000,,1,0.22,0.22,69.81,1.00,0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.000,0.000,0.00,0.00,0.00,0.0,0.0,Healthy,0.0,0.00
135258H6R,CILBOND 12E,5 litre can,5.0,Australia,QLD,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,D1 - Dangerous & hazardous product,S,C,KOMMERLING UK LIMITED ,SHANE WEEKS,H.B. FULLER,61125 - AU Advanced Materials AM,VIJAYA PAWAR,GB,120.00000,365.00000,0,0,0,120,365,0.000,,1,0.37,0.22,108.79,1.00,0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.000,0.000,0.00,0.00,0.00,0.0,0.0,Healthy,0.0,0.00
474293FHR,ETHOCEL STANDARD 10 PREMIUM,25 kg drum,25.0,Australia,NSW,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,N1 - Non hazardous/Non dangerous,S,C,IMCD MALAYSIA SDN. BHD ,CHARLES MOORE,ROQUETTE FRERES ,61127 - AU Pharma - Nutraceuticals PH,SCOTT JOHNSON,US,200.00000,1095.00000,0,0,0,200,1095,100.000,12.0000,1,0.04,0.22,86.65,1.00,0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.000,0.000,0.00,0.00,0.00,0.0,0.0,Healthy,0.0,0.00
4433640VR,PEPPERMINT NI MO01378,15 kg carboy,15.0,Australia,SA,0.000,0.000,0.000,0.000,60.000,0.000,0.000,60.000,0.000,0.000,0.000,60.000,D1 - Dangerous & hazardous product,S,C,GIVAUDAN AUSTRALIA PTY LTD ,"COOLS, JANA",GIVAUDAN-VERNIER S.A. ,61123 - AU Food - Nutrition F&N,"HAN, THIRI",AU,84.00000,540.00000,0,0,0,84,540,60.000,,1,0.00,0.22,45.75,1.00,0.22,0.00,0.00,272.73,0.00,0.00,272.73,60.000,60.000,272.73,272.73,0.00,0.0,0.0,Overstock,0.0,2745.00
527102FHR,THYME + TERRA MOD WS NQ,25 kg drum,25.0,Australia,VIC,0.000,0.000,0.000,0.000,25.000,0.000,0.000,25.000,25.000,0.000,0.000,25.000,D1 - Dangerous & hazardous product,S,C,GIVAUDAN AUSTRALIA PTY LTD ,SONYA ATKINSON,GIVAUDAN-VERNIER S.A. ,61121 - AU Home Care I&I HC,"MICHALIK, KYAN",SG,70.00000,540.00000,0,0,0,70,540,0.000,,1,0.23,0.22,30.45,1.00,0.22,0.00,0.00,113.64,0.00,0.00,113.64,0.000,0.000,113.64,113.64,0.00,0.0,0.0,Healthy,0.0,0.00
310423AIR,GRANPOWDER QSC,20 kg bag,20.0,Australia,NSW,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,N1 - Non hazardous/Non dangerous,S,C,"GRANT INDUSTRIES, INCORPORATED ",TASHA SPICER,GRANT INDUSTRIES INC ,61128 - AU Beauty & Personal Care BPC,SCOTT JOHNSON,US,75.00000,1080.00000,0,0,0,75,1080,80.000,,1,0.22,0.22,92.03,1.00,0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.000,0.000,0.00,0.00,0.00,0.0,0.0,Healthy,0.0,0.00
459201FHR,NNPVE15 PISTACIA VERA 15:1,25 kg drum,25.0,New Zealand,NZ,0.000,0.000,0.000,0.000,25.000,0.000,0.000,25.000,25.000,0.000,0.000,25.000,N1 - Non hazardous/Non dangerous,S,C,IMCD AUSTRALIA PTY LTD ,MUY LENG,NETWORK NUTRITION,62127 - NZ Pharma - Nutraceuticals PH,FAUZAMIN FARIZA,CN,60.00000,730.00000,0,0,0,60,730,25.000,,1,0.26,0.22,1071.93,1.00,0.22,0.00,0.00,113.64,0.00,0.00,113.64,0.000,0.000,113.64,113.64,0.00,0.0,0.0,Healthy,0.0,0.00
