PRODUCT_FULL_SEGMENTS_NUMBER,PRODUCT_NAME,PRODUCT_PACKAGE_DESCRIPTION,ITEM_NET_WEIGHT,COMPANY_COUNTRY,STATE,ONHANDQTY,EXPIREDQTY,BLOCKEDQTY,INTRANSITQTY,ONPOQTY,SOOTHER,POOTHER,SUPPLYOP,Q_SO,Q_SB,N30D_SO,TOTAL_DEMAND,ITEM_GROUP,STOCKINGTYPE,INVENTORYTYPE,VENDOR_NAME,LOCAL_PRODUCTMANAGER_NAME,PRODUCT_PRINCIPAL_NAME,INVENTORY_OWNERSHIP,BUYER_NAME,COO,LEADTIME,SHELFLIFE,MIN_DAYS,MAX_DAYS,IDEAL_PIPELINE,LEADTIMELEVEL,SHELFLIFEDAYS,MOQ,PALLET_SIZE,UNITSPERCONTAINER,H_ADU,FCST_TOTAL,UNITCOST,PERCENTAGE,F_ADU,SOH_DC,INTRANSIT_DC,ONPO_DC,NAT_SOH_DC,NAT_INTRANSIT_DC,NAT_ONPO_DC,ROW_NET_POSITION,NAT_NET_POSITION,NAT_PIPELINE_DC,ROW_PIPELINE_DC,RAW_ORDER_QTY,ORDER_QTY,ORDER_DC,STOCK_STATUS,ORDER_AMOUNT,OVERSTOCK_VALUE
441395BMP,TONSIL SUPREME 134FF,900 kg big bag,900.0,Australia,VIC,423000.000,0.000,20700.000,0.000,771300.000,117000.000,0.000,771300.000,324000.000,117000.000,171000.000,441000.000,N1 - Non hazardous/Non dangerous,S,A,CLARIANT SOUTH EAST ASIA PTE LTD ,NATHAN SCHULTZ,CLARIANT AG ,61121 - AU Home Care I&I HC,"MICHALIK, KYAN",SG,90.00000,730.00000,30,60,150,90,730,18000.000,,18000,7641.97,10038.06,1.31,0.75,7546.13,30.65,0.00,102.21,37.84,0.00,89.12,732600.000,824400.000,126.96,132.86,0.00,0.0,0.0,Healthy,0.0,0.00
441395BMP,TONSIL SUPREME 134FF,900 kg big bag,900.0,Australia,NSW,166500.000,0.000,900.000,0.000,108000.000,0.000,0.000,108000.000,157500.000,0.000,65700.000,193500.000,N1 - Non hazardous/Non dangerous,S,A,CLARIANT SOUTH EAST ASIA PTE LTD ,NATHAN SCHULTZ,CLARIANT AG ,61121 - AU Home Care I&I HC,"MICHALIK, KYAN",SG,90.00000,730.00000,30,60,150,90,730,18000.000,,1,2009.08,10038.06,1.25,0.20,1983.88,50.36,0.00,54.44,37.84,0.00,89.12,116100.000,824400.000,126.96,104.80,89671.38,90000.0,45.37,Healthy,112500.0,0.00
441395BMP,TONSIL SUPREME 134FF,900 kg big bag,900.0,Australia,WA,48600.000,0.000,0.000,0.000,15300.000,88200.000,0.000,15300.000,0.000,88200.000,0.000,88200.000,N1 - Non hazardous/Non dangerous,S,A,CLARIANT SOUTH EAST ASIA PTE LTD ,NATHAN SCHULTZ,CLARIANT AG ,61121 - AU Home Care I&I HC,"MICHALIK, KYAN",SG,90.00000,730.00000,30,60,150,90,730,0.000,,1,514.50,10038.06,1.43,0.05,508.05,95.66,0.00,30.12,37.84,0.00,89.12,-24300.000,824400.000,126.96,125.78,0.00,0.0,0.0,Healthy,0.0,0.00
438546BMR,MODIFIED STARCH PREPARATION,900 kg big bag,900.0,Australia,NSW,276300.000,11700.000,5400.000,216000.000,324000.000,747900.000,0.000,540000.000,54000.000,477900.000,54000.000,801900.000,N1 - Non hazardous/Non dangerous,S,C,STARCH PRODUCTS CO. LTD ,TANYA HARVEY,STARCH PRODUCTS CO ,61123 - AU Food - Nutrition F&N,"HAN, THIRI",TH,75.00000,365.00000,0,0,0,75,365,18000.000,,1,7222.72,7155.37,1.85,1.00,7155.37,28.68,30.19,45.28,28.68,30.19,45.28,267300.000,267300.000,104.15,104.15,0.00,0.0,0.0,Overstock,0.0,494505.00
5040320VR,SURFACTANT AEO7,20000 KG ISOTANK (BLC),1.0,Australia,NSW,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,D2 - Hazardous but NOT dangerous,S,C,"SHANGHAI BINJIA INDUSTRIAL CO., LTD ","NGUYEN, KEN",IMCD AUSTRALIA LIMITED,61121 - AU Home Care I&I HC,"MICHALIK, KYAN",CN,60.00000,730.00000,0,0,0,60,730,20000.000,,1,1811.48,3884.46,3.08,1.00,3884.46,0.00,0.00,0.00,0.00,0.00,0.00,0.000,0.000,0.00,0.00,0.00,0.0,0.0,Healthy,0.0,0.00
4394160VPRAY,PROPYLENE GLYCOL USP/EP (THAI),1000 kg IBC,1000.0,Australia,VIC,87000.000,0.000,0.000,0.000,90000.000,92001.000,0.000,90000.000,7000.000,92001.000,7000.000,99001.000,N1 - Non hazardous/Non dangerous,S,A,DOW CHEMICAL (AUSTRALIA) PTY LTD ,"SALLAS, FRANK",DOW INC,61121 - AU Home Care I&I HC,"MICHALIK, KYAN",TH,90.00000,730.00000,30,60,150,90,730,18000.000,,18000,1734.12,3582.25,3.46,0.52,1847.75,43.30,0.00,48.71,33.78,0.00,105.52,77999.000,296999.000,139.30,92.01,107151.02,108000.0,58.45,Healthy,373680.0,0.00
4394160VPRAY,PROPYLENE GLYCOL USP/EP (THAI),1000 kg IBC,1000.0,Australia,NSW,105000.000,0.000,0.000,0.000,216000.000,20000.000,0.000,216000.000,122000.000,20000.000,71000.000,143000.000,N1 - Non hazardous/Non dangerous,S,A,DOW CHEMICAL (AUSTRALIA) PTY LTD ,"SALLAS, FRANK",DOW INC,61121 - AU Home Care I&I HC,"MICHALIK, KYAN",TH,90.00000,730.00000,30,60,150,90,730,18000.000,,1,1421.54,3582.25,3.79,0.42,1514.69,22.45,0.00,142.60,33.78,0.00,105.52,179000.000,296999.000,139.30,165.05,0.00,0.0,0.0,Healthy,0.0,0.00
4394160VPRAY,PROPYLENE GLYCOL USP/EP (THAI),1000 kg IBC,1000.0,Australia,QLD,7000.000,0.000,0.000,0.000,18000.000,0.000,0.000,18000.000,3000.000,0.000,0.000,3000.000,N1 - Non hazardous/Non dangerous,S,A,DOW CHEMICAL (AUSTRALIA) PTY LTD ,"SALLAS, FRANK",DOW INC,61121 - AU Home Care I&I HC,"MICHALIK, KYAN",TH,90.00000,730.00000,30,60,150,90,730,18000.000,,1,94.02,3582.25,2.81,0.03,100.18,69.87,0.00,179.68,33.78,0.00,105.52,22000.000,296999.000,139.30,249.55,0.00,0.0,0.0,Healthy,0.0,0.00
4394160VPRAY,PROPYLENE GLYCOL USP/EP (THAI),1000 kg IBC,1000.0,Australia,SA,0.000,0.000,0.000,0.000,36000.000,36000.000,0.000,36000.000,0.000,36000.000,0.000,36000.000,N1 - Non hazardous/Non dangerous,S,A,DOW CHEMICAL (AUSTRALIA) PTY LTD ,"SALLAS, FRANK",DOW INC,61121 - AU Home Care I&I HC,"MICHALIK, KYAN",TH,90.00000,730.00000,30,60,150,90,730,18000.000,,1,68.06,3582.25,2.43,0.02,72.52,0.00,0.00,496.41,33.78,0.00,105.52,0.000,296999.000,139.30,496.41,0.00,0.0,0.0,Healthy,0.0,0.00
4394160VPRAY,PROPYLENE GLYCOL USP/EP (THAI),1000 kg IBC,1000.0,Australia,WA,0.000,0.000,0.000,0.000,18000.000,0.000,0.000,18000.000,0.000,0.000,0.000,0.000,N1 - Non hazardous/Non dangerous,S,A,DOW CHEMICAL (AUSTRALIA) PTY LTD ,"SALLAS, FRANK",DOW INC,61121 - AU Home Care I&I HC,"MICHALIK, KYAN",TH,90.00000,730.00000,30,60,150,90,730,0.000,,1,44.21,3582.25,2.75,0.01,47.11,0.00,0.00,382.08,33.78,0.00,105.52,18000.000,296999.000,139.30,382.08,0.00,0.0,0.0,Healthy,0.0,0.00
443081QBR,INFINEUM P6780,Bulk Container,1.0,Australia,VIC,78830.000,0.000,0.000,78570.000,78000.000,0.000,0.000,156570.000,234400.000,0.000,136540.000,234400.000,N1 - Non hazardous/Non dangerous,S,M,INFINEUM SINGAPORE LLP ,GARY HOLLINGSHED,INFINEUM INTERNATIONAL LTD.,61124 - AU Lubricants & Energy L&E,VIJAYA PAWAR,SG,35.00000,730.00000,30,60,95,35,730,19500.000,,1,2054.25,2255.11,7.39,1.00,2255.11,-25.59,34.84,34.59,-25.59,34.84,34.59,1000.000,1000.000,43.84,43.84,115371.43,115372.0,51.16,Low Stock,852599.08,0.00
4430818ZR,INFINEUM P6780,188 kg drum,188.0,Australia,VIC,0.000,0.000,0.000,6768.000,0.000,0.000,0.000,6768.000,188.000,0.000,188.000,188.000,N1 - Non hazardous/Non dangerous,S,M,INFINEUM SINGAPORE LLP ,GARY HOLLINGSHED,INFINEUM INTERNATIONAL LTD.,61124 - AU Lubricants & Energy L&E,VIJAYA PAWAR,SG,35.00000,730.00000,30,60,95,35,730,4888.000,,1,114.32,2255.11,7.77,0.71,1605.26,-0.12,4.22,0.00,-0.08,3.00,0.00,6580.000,6580.000,2.92,4.10,96315.60,96444.0,60.08,Stockout Risk,749369.88,0.00
4430818ZR,INFINEUM P6780,188 kg drum,188.0,Australia,QLD,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,N1 - Non hazardous/Non dangerous,S,M,INFINEUM SINGAPORE LLP ,GARY HOLLINGSHED,INFINEUM INTERNATIONAL LTD.,61124 - AU Lubricants & Energy L&E,VIJAYA PAWAR,SG,35.00000,730.00000,30,60,95,35,730,4888.000,,1,46.28,2255.11,6.90,0.29,649.85,0.00,0.00,0.00,-0.08,3.00,0.00,0.000,6580.000,2.92,0.00,38991.00,39104.0,60.17,Stockout Risk,269817.6,0.00
157474ALR,GLUCIDEX 19,25 kg bag,25.0,Australia,VIC,76775.000,0.000,750.000,71975.000,0.000,110500.000,0.000,71975.000,19500.000,110500.000,19500.000,130000.000,N1 - Non hazardous/Non dangerous,S,M,ROQUETTE SINGAPORE PTE LTD ,MANFRED CHUN,ROQUETTE FRERES ,61123 - AU Food - Nutrition F&N,"HAN, THIRI",FR,168.00000,1825.00000,30,60,228,168,1825,750.000,30.0000,1,1319.44,1626.27,3.23,1.00,1626.27,34.76,44.26,0.00,34.76,44.26,0.00,18000.000,18000.000,79.02,79.02,97576.20,97600.0,60.01,Stockout Risk,315248.0,0.00
4422740VR,AMBERLITE HPR 1100 NA,141.5 lt drum,92.0,New Zealand,NZ,2547.000,0.000,283.000,0.000,0.000,0.000,0.000,0.000,2405.500,0.000,0.000,2405.500,N1 - Non hazardous/Non dangerous,S,C,DUPONT MEMCOR (AUSTRALIA) PTY LTD ,"GUIRADO-LOPEZ, DAVID",DUPONT DE NEMOURS INC,62121 - NZ Home Care I&I HC,"MICHALIK, KYAN",US,120.00000,3650.00000,0,0,0,120,3650,600.000,,1,0.00,1431.59,3.42,1.00,1431.59,1.58,0.00,0.00,1.58,0.00,0.00,-141.500,-141.500,1.58,1.58,141.50,644.0,0.45,Low Stock,2202.48,0.00
5175150VR,TC CAB 35B,1000 kg box,1000.0,Australia,NSW,66000.000,0.000,0.000,0.000,47000.000,6000.000,0.000,47000.000,5000.000,6000.000,5000.000,11000.000,D2 - Hazardous but NOT dangerous,S,A,GUANGZHOU TINCI MATERIALS TECH CO. LTD ,"SALLAS, FRANK",GUANGZHOU TINCI MATERIALS TECHNOLOGY ,61121 - AU Home Care I&I HC,"MICHALIK, KYAN",CN,75.00000,730.00000,30,60,135,75,730,4000.000,,1,844.06,1417.20,1.57,0.56,792.37,76.98,0.00,59.32,90.32,0.00,33.16,102000.000,133000.000,123.48,136.30,0.00,0.0,0.0,Healthy,0.0,0.00
5175150VR,TC CAB 35B,1000 kg box,1000.0,Australia,VIC,38000.000,0.000,0.000,0.000,0.000,22000.000,0.000,0.000,5000.000,22000.000,1000.000,27000.000,D2 - Hazardous but NOT dangerous,S,A,GUANGZHOU TINCI MATERIALS TECH CO. LTD ,"SALLAS, FRANK",GUANGZHOU TINCI MATERIALS TECHNOLOGY ,61121 - AU Home Care I&I HC,"MICHALIK, KYAN",CN,75.00000,730.00000,30,60,135,75,730,2000.000,,1,431.56,1417.20,1.56,0.29,405.13,91.33,0.00,0.00,90.32,0.00,33.16,11000.000,133000.000,123.48,91.33,17692.03,18000.0,44.43,Healthy,28080.0,0.00
5175150VR,TC CAB 35B,1000 kg box,1000.0,Australia,QLD,34000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,14000.000,0.000,4000.000,14000.000,D2 - Hazardous but NOT dangerous,S,A,GUANGZHOU TINCI MATERIALS TECH CO. LTD ,"SALLAS, FRANK",GUANGZHOU TINCI MATERIALS TECHNOLOGY ,61121 - AU Home Care I&I HC,"MICHALIK, KYAN",CN,75.00000,730.00000,30,60,135,75,730,1000.000,,1,234.04,1417.20,1.32,0.16,219.71,136.54,0.00,0.00,90.32,0.00,33.16,20000.000,133000.000,123.48,136.54,0.00,0.0,0.0,Healthy,0.0,0.00
439706QBR,INFINEUM SV261L,Bulk Container,1.0,Australia,VIC,36900.000,0.000,0.000,73490.000,37000.000,0.000,0.000,110490.000,147900.000,0.000,92400.000,147900.000,N1 - Non hazardous/Non dangerous,S,M,INFINEUM SINGAPORE LLP ,GARY HOLLINGSHED,INFINEUM INTERNATIONAL LTD.,61124 - AU Lubricants & Energy L&E,VIJAYA PAWAR,KR,60.00000,730.00000,30,60,120,60,730,18500.000,,1,1200.22,1303.85,6.38,1.00,1303.85,-42.57,56.36,28.38,-42.57,56.36,28.38,-510.000,-510.000,42.17,42.17,78231.00,78231.0,60.0,Stockout Risk,499113.78,0.00
362870QBRGER,D.E.R. 331,22500 KG ISOTANK,1.0,Australia,VIC,52960.000,0.000,4860.000,48260.000,49000.000,0.000,0.000,97260.000,72320.000,0.000,48100.000,72320.000,D1 - Dangerous & hazardous product,S,M,BLUECUBE CHEMICALS HONG KONG LIMITED ,GRAEME VAN GREUNEN,OLIN CORPORATION,61122 - AU Coatings-Constructions C&C,"MICHALIK, KYAN",DE,120.00000,720.00000,30,60,180,120,720,4669.000,,1,884.18,1262.15,3.45,0.95,1202.02,0.00,40.15,40.76,0.00,38.24,38.82,73040.000,73040.000,77.06,80.91,72121.20,72122.0,60.0,Stockout Risk,248820.9,0.00
362870QBRGER,D.E.R. 331,22500 KG ISOTANK,1.0,Australia,QLD,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,D1 - Dangerous & hazardous product,S,M,BLUECUBE CHEMICALS HONG KONG LIMITED ,GRAEME VAN GREUNEN,OLIN CORPORATION,61122 - AU Coatings-Constructions C&C,"MICHALIK, KYAN",DE,120.00000,720.00000,30,60,180,120,720,4669.000,,1,22.28,1262.15,2.99,0.02,30.29,0.00,0.00,0.00,0.00,38.24,38.82,0.000,73040.000,77.06,0.00,1817.40,4669.0,154.14,Stockout Risk,13960.31,0.00
362870QBRGER,D.E.R. 331,22500 KG ISOTANK,1.0,Australia,NSW,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,D1 - Dangerous & hazardous product,S,M,BLUECUBE CHEMICALS HONG KONG LIMITED ,GRAEME VAN GREUNEN,OLIN CORPORATION,61122 - AU Coatings-Constructions C&C,"MICHALIK, KYAN",DE,120.00000,720.00000,30,60,180,120,720,4669.000,,1,21.95,1262.15,,0.02,29.84,0.00,0.00,0.00,0.00,38.24,38.82,0.000,73040.000,77.06,0.00,1790.40,4669.0,156.47,Stockout Risk,,0.00
443202BPP,PIALITE 515 K4191,300 kg big bag,300.0,Australia,VIC,99900.000,0.000,600.000,26400.000,79200.000,0.000,0.000,105600.000,10800.000,0.000,10800.000,10800.000,N1 - Non hazardous/Non dangerous,S,M,PT PERLITE INDONESIA ABADI ,"BARKACHI, JOSEPH",PT. PERLITE INDONESIA ABADI ,61122 - AU Coatings-Constructions C&C,"MICHALIK, KYAN",ID,90.00000,1825.00000,30,60,150,90,1825,13200.000,,1,1219.28,1035.46,1.28,1.00,1035.46,85.47,25.50,76.49,85.47,25.50,76.49,194100.000,194100.000,187.46,187.46,0.00,0.0,0.0,High Stock,0.0,0.00
137552ALR,CLEARAM CH 20 20,25 kg bags,25.0,New Zealand,NZ,28525.000,0.000,25.000,36000.000,40000.000,0.000,0.000,76000.000,94500.000,0.000,28500.000,94500.000,N1 - Non hazardous/Non dangerous,S,A,ROQUETTE SINGAPORE LTD ,MANFRED CHUN,ROQUETTE FRERES ,62123 - NZ Food - Nutrition F&N,"HAN, THIRI",IT,168.00000,1800.00000,30,60,228,168,1800,19375.000,40.0000,21000,754.51,1025.52,0.92,1.00,1025.52,0.00,35.10,39.00,0.00,35.10,39.00,10000.000,10000.000,74.10,74.10,61531.20,61550.0,60.02,Stockout Risk,56626.0,0.00
477432CPR,GUARDMAX BKC50 RSPO,950 KG IBC,950.0,Australia,NSW,119700.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,93100.000,0.000,13300.000,119700.000,D1 - Dangerous & hazardous product,S,C,"SHANDONG TAIHE CHEMICALS CO.,LTD. ","SALLAS, FRANK",IMCD AUSTRALIA LIMITED,61121 - AU Home Care I&I HC,"MICHALIK, KYAN",CN,75.00000,730.00000,0,0,0,75,730,3800.000,,1,332.60,1011.00,2.51,0.75,758.02,140.37,0.00,0.00,105.24,0.00,0.00,26600.000,26600.000,105.24,140.37,0.00,0.0,0.0,Overstock,0.0,66766.00
477432CPR,GUARDMAX BKC50 RSPO,950 KG IBC,950.0,Australia,VIC,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,D1 - Dangerous & hazardous product,S,C,"SHANDONG TAIHE CHEMICALS CO.,LTD. ","SALLAS, FRANK",IMCD AUSTRALIA LIMITED,61121 - AU Home Care I&I HC,"MICHALIK, KYAN",CN,75.00000,730.00000,0,0,0,75,730,3800.000,,1,111.00,1011.00,2.26,0.25,252.98,0.00,0.00,0.00,105.24,0.00,0.00,0.000,26600.000,105.24,0.00,0.00,0.0,0.0,Overstock,0.0,60116.00
461078QBR,INFINEUM P5005,QB - Bulk Item,19500.0,Australia,NSW,38580.000,0.000,0.000,0.000,39000.000,0.000,0.000,39000.000,77580.000,0.000,38580.000,77580.000,N1 - Non hazardous/Non dangerous,S,M,INFINEUM SINGAPORE LLP ,GARY HOLLINGSHED,INFINEUM INTERNATIONAL LTD.,61124 - AU Lubricants & Energy L&E,VIJAYA PAWAR,SG,60.00000,730.00000,30,60,120,60,730,19500.000,,1,1118.75,949.16,6.57,1.00,949.16,0.00,0.00,41.09,0.00,0.00,41.09,0.000,0.000,41.09,41.09,56949.60,58500.0,61.63,Stockout Risk,384345.0,0.00
366812AJR,MIN-U-GEL 400,22.68 kg bag (50 lbs),22.68,Australia,NSW,136.080,0.000,90.720,24494.400,48988.800,19754.280,0.000,73483.200,24494.400,19754.280,0.000,44248.680,D2 - Hazardous but NOT dangerous,S,M,ACTIVE MINERALS INTERNATIONAL ,"DE LANGE, CHRISTO","ACTIVE MINERALS INTERNATIONAL LLC, AMI ",61122 - AU Coatings-Constructions C&C,"MICHALIK, KYAN",US,150.00000,3600.00000,30,60,210,150,3600,1383.480,50.0000,1,464.75,943.87,0.57,0.50,472.17,0.10,51.88,103.75,0.36,51.90,181.75,29279.880,141886.080,234.01,155.73,25624.67,25628.4,54.28,Healthy,14608.19,0.00
366812AJR,MIN-U-GEL 400,22.68 kg bag (50 lbs),22.68,Australia,VIC,294.840,0.000,0.000,0.000,73483.200,0.000,0.000,73483.200,10251.360,0.000,0.000,10251.360,D2 - Hazardous but NOT dangerous,S,M,ACTIVE MINERALS INTERNATIONAL ,"DE LANGE, CHRISTO","ACTIVE MINERALS INTERNATIONAL LLC, AMI ",61122 - AU Coatings-Constructions C&C,"MICHALIK, KYAN",US,150.00000,3600.00000,30,60,210,150,3600,158.760,50.0000,1,252.60,943.87,1.49,0.27,256.63,1.15,0.00,286.34,0.36,51.90,181.75,63526.680,141886.080,234.01,287.49,0.00,0.0,0.0,Healthy,0.0,0.00
366812AJR,MIN-U-GEL 400,22.68 kg bag (50 lbs),22.68,Australia,SA,90.720,0.000,0.000,0.000,24585.120,0.000,0.000,24585.120,90.720,0.000,90.720,90.720,D2 - Hazardous but NOT dangerous,S,M,ACTIVE MINERALS INTERNATIONAL ,"DE LANGE, CHRISTO","ACTIVE MINERALS INTERNATIONAL LLC, AMI ",61122 - AU Coatings-Constructions C&C,"MICHALIK, KYAN",US,150.00000,3600.00000,30,60,210,150,3600,1383.480,50.0000,1,211.69,943.87,2.16,0.23,215.07,0.00,0.00,114.31,0.36,51.90,181.75,24585.120,141886.080,234.01,114.31,12904.20,12904.92,60.0,Healthy,27874.63,0.00
366812AJR,MIN-U-GEL 400,22.68 kg bag (50 lbs),22.68,Australia,QLD,0.000,0.000,0.000,24494.400,24494.400,0.000,0.000,48988.800,24494.400,0.000,0.000,24494.400,D2 - Hazardous but NOT dangerous,S,M,ACTIVE MINERALS INTERNATIONAL ,"DE LANGE, CHRISTO","ACTIVE MINERALS INTERNATIONAL LLC, AMI ",61122 - AU Coatings-Constructions C&C,"MICHALIK, KYAN",US,150.00000,3600.00000,30,60,210,150,3600,476.280,50.0000,1,0.00,943.87,1.83,0.00,0.00,0.00,0.00,0.00,0.36,51.90,181.75,24494.400,141886.080,234.01,0.00,0.00,0.0,0.0,Healthy,0.0,0.00
4419020VR,DOWANOL DPM GLYCOL ETHER,960 kg IBC,960.0,Australia,NSW,41280.000,0.000,0.000,0.000,67200.000,3840.000,0.000,67200.000,72000.000,3840.000,18240.000,75840.000,D2 - Hazardous but NOT dangerous,S,B,DOW CHEMICAL (AUSTRALIA) PTY LTD ,"GIOFTSIDIS, ZAC",DOW INC,61121 - AU Home Care I&I HC,"MICHALIK, KYAN",AU,90.00000,730.00000,30,60,150,90,730,2880.000,,1,541.30,886.58,3.12,0.82,727.63,31.66,0.00,92.35,54.14,0.00,75.80,32640.000,56640.000,129.94,124.01,0.00,0.0,0.0,Healthy,0.0,0.00
4419020VR,DOWANOL DPM GLYCOL ETHER,960 kg IBC,960.0,Australia,VIC,12480.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2880.000,0.000,1920.000,2880.000,D2 - Hazardous but NOT dangerous,S,B,DOW CHEMICAL (AUSTRALIA) PTY LTD ,"GIOFTSIDIS, ZAC",DOW INC,61121 - AU Home Care I&I HC,"MICHALIK, KYAN",AU,90.00000,730.00000,30,60,150,90,730,960.000,,1,82.14,886.58,3.17,0.12,110.41,95.64,0.00,0.00,54.14,0.00,75.80,9600.000,56640.000,129.94,95.64,6001.89,6720.0,60.86,Healthy,21302.4,0.00
4419020VR,DOWANOL DPM GLYCOL ETHER,960 kg IBC,960.0,Australia,WA,11520.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,D2 - Hazardous but NOT dangerous,S,B,DOW CHEMICAL (AUSTRALIA) PTY LTD ,"GIOFTSIDIS, ZAC",DOW INC,61121 - AU Home Care I&I HC,"MICHALIK, KYAN",AU,90.00000,730.00000,30,60,150,90,730,0.000,,1,19.43,886.58,2.58,0.03,26.12,441.04,0.00,0.00,54.14,0.00,75.80,11520.000,56640.000,129.94,441.04,0.00,0.0,0.0,Healthy,0.0,0.00
4419020VR,DOWANOL DPM GLYCOL ETHER,960 kg IBC,960.0,Australia,QLD,3840.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,960.000,0.000,960.000,960.000,D2 - Hazardous but NOT dangerous,S,B,DOW CHEMICAL (AUSTRALIA) PTY LTD ,"GIOFTSIDIS, ZAC",DOW INC,61121 - AU Home Care I&I HC,"MICHALIK, KYAN",AU,90.00000,730.00000,30,60,150,90,730,960.000,,1,16.68,886.58,3.17,0.03,22.42,128.46,0.00,0.00,54.14,0.00,75.80,2880.000,56640.000,129.94,128.46,0.00,0.0,0.0,Healthy,0.0,0.00
442566ALR,ELVALOY 4170,25 kg bag,25.0,New Zealand,NZ,9525.000,0.000,25.000,0.000,51250.000,0.000,0.000,51250.000,0.000,0.000,0.000,0.000,N1 - Non hazardous/Non dangerous,S,M,DOW CHEMICAL PACIFIC (SINGAPORE) PTE LTD ,"WINWOOD, CHARLOTTE",DOW INC,62125 - NZ Advanced Materials AM,VIJAYA PAWAR,US,120.00000,999.00000,30,60,180,120,999,21250.000,,1,421.73,800.57,9.88,1.00,800.57,11.87,0.00,64.02,11.87,0.00,64.02,60750.000,60750.000,75.89,75.89,48034.20,48050.0,60.02,Stockout Risk,474734.0,0.00
4398230VP,DISSOLVINE GL-47-S (BIODEGRADABLE),1250 kg IBC,1250.0,Australia,NSW,130000.000,0.000,0.000,45000.000,0.000,100000.000,0.000,45000.000,23750.000,100000.000,23750.000,123750.000,D1 - Dangerous & hazardous product,S,A,"NOURYON CHEMICALS(NINGBO)CO.,LTD ",SONYA ATKINSON,NOURYON ,61121 - AU Home Care I&I HC,"MICHALIK, KYAN",CN,90.00000,1095.00000,30,60,150,90,1095,5000.000,,1,949.07,792.84,1.77,0.96,761.39,139.55,59.10,0.00,134.01,56.76,6.31,51250.000,56250.000,197.08,198.65,0.00,0.0,0.0,High Stock,0.0,0.00
4398230VP,DISSOLVINE GL-47-S (BIODEGRADABLE),1250 kg IBC,1250.0,Australia,VIC,0.000,0.000,0.000,0.000,5000.000,0.000,0.000,5000.000,0.000,0.000,0.000,0.000,D1 - Dangerous & hazardous product,S,A,"NOURYON CHEMICALS(NINGBO)CO.,LTD ",SONYA ATKINSON,NOURYON ,61121 - AU Home Care I&I HC,"MICHALIK, KYAN",CN,90.00000,1095.00000,30,60,150,90,1095,5000.000,,1,23.09,792.84,2.03,0.02,18.52,0.00,0.00,269.98,134.01,56.76,6.31,5000.000,56250.000,197.08,269.98,0.00,0.0,0.0,High Stock,0.0,0.00
4398230VP,DISSOLVINE GL-47-S (BIODEGRADABLE),1250 kg IBC,1250.0,Australia,WA,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,D1 - Dangerous & hazardous product,S,A,"NOURYON CHEMICALS(NINGBO)CO.,LTD ",SONYA ATKINSON,NOURYON ,61121 - AU Home Care I&I HC,"MICHALIK, KYAN",CN,90.00000,1095.00000,30,60,150,90,1095,5000.000,,1,16.11,792.84,1.75,0.02,12.92,0.00,0.00,0.00,134.01,56.76,6.31,0.000,56250.000,197.08,0.00,0.00,0.0,0.0,High Stock,0.0,0.00
4410180VR,INFINEUM R646,19500 kg ISOTANK (BLC),1.0,Australia,VIC,117400.000,0.000,0.000,58400.000,39000.000,0.000,0.000,97400.000,0.000,0.000,0.000,0.000,N1 - Non hazardous/Non dangerous,S,M,INFINEUM SINGAPORE LLP ,GARY HOLLINGSHED,INFINEUM INTERNATIONAL LTD.,61124 - AU Lubricants & Energy L&E,VIJAYA PAWAR,NL,104.00000,365.00000,30,60,164,104,365,19500.000,,1,941.42,791.55,4.58,1.00,791.55,148.32,73.78,49.27,148.32,73.78,49.27,214800.000,214800.000,271.37,271.37,0.00,0.0,0.0,Overstock,0.0,498007.32
307004QBR,INFINEUM SV603,bulk,1.0,Australia,VIC,0.000,0.000,0.000,73000.000,18500.000,0.000,0.000,91500.000,92500.000,0.000,37000.000,92500.000,D1 - Dangerous & hazardous product,S,M,INFINEUM SINGAPORE LLP ,GARY HOLLINGSHED,INFINEUM INTERNATIONAL LTD.,61124 - AU Lubricants & Energy L&E,VIJAYA PAWAR,BE,60.00000,720.00000,30,60,120,60,720,19000.000,,1,818.22,786.79,5.99,1.00,786.79,-47.03,92.78,23.51,-47.03,92.78,23.51,-1000.000,-1000.000,69.26,69.26,39921.72,39922.0,50.74,Low Stock,239132.78,0.00
